list_name,name,label,,district,
not_welcome_reasons_list,other,Other,,,
,,,,,
item_sold_list,food,Food,,,
item_sold_list,mosquito_net,Mosquito net,,,
item_sold_list,soap,Soap,,,
item_sold_list,hygiene_prod,Hygiene products,,,
item_sold_list,kitchen_supplies,Kitchen supplies,,,
item_sold_list,other,Other,,,
,,,,,
,,,,,
item_bought_list,other_food,Other type of food,,,
item_bought_list,mosquito_net,Mosquito net,,,
item_bought_list,soap,Soap,,,
item_bought_list,hygiene_prod,Hygiene products,,,
item_bought_list,kitchen_supplies,Kitchen supplies,,,
item_bought_list,transport_fee,Transport fee,,,
item_bought_list,communication_cost,Communication cost,,,
item_bought_list,other,Other,,,
,,,,,
livilihood_opprtunities_list,agriculture,Agricultural only,,,
livilihood_opprtunities_list,non_agriculture,Non-agricultural only,,,
livilihood_opprtunities_list,agric_non_agric,Both agricultural and not agricultural,,,
,,,,,
last_comm_covid_list,past_24h,In the past 24 hours,,,
last_comm_covid_list,past_7_days,In the past 7 days,,,
last_comm_covid_list,past_30_days,In the past 30 days,,,
last_comm_covid_list,more_30_days,More than 30 days ago,,,
last_comm_covid_list,do_not_remember,I do not remember,,,
,,,,,
no_wearing_mask_now_reasons_list,out_home,I only use it when I am outside my home,,,
no_wearing_mask_now_reasons_list,special_occasion,I only use it when I am going to hospital,,,
no_wearing_mask_now_reasons_list,forgot_wear_mask,I forgot to wear it now,,,
no_wearing_mask_now_reasons_list,washing_mask,I am washing it ,,,
no_wearing_mask_now_reasons_list,other,Other (please specify),,,
